ID,TRL_TITL,TRIAL_ID,ENTRYNO,ENTRY,COUNTRY,LOCATION,DESCRIPTION,LONGITUDE,LATITUDE,AEZONE,YEAR,CYIELD,TEMPMAX,DY_SK,PL_HT,E_HT,ASI,P_ASP,P_HARV,E_HARV,E_ASP,GWT,1000GWT,HUSK,RL,RLPER,SL,SLPER,E_ROT,RUST,BLIGHT,CURV,DIPLODIA,DM,ANTHESIS,STALK_ROT,STREAK,INSECT,MOIST,COBDAMCO,COBDAMRT,DEADHEART,SBDAMAT,BORERDMRAT,GLS,GTEXT,PLST
99,Evt-Isr (White),M9003KB,7,IKENNE (1) 8149,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1990,2092.11,,,145,71.25,,,22.75,23.25,,,,,2.75,,1,,,,,,,,76,,,,9.6,,,,,,,,22
100,Evt-Isr (White),M9003KB,8,LOCAL CHECK 1,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1990,2129.99,,,168.75,97.5,,,26.75,26.75,,,,,1.75,,3.5,,,,,,,,77,,,,9.5,,,,,,,,22
101,Evt-Isr (White),M9003KB,9,LOCAL CHECK 2,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1990,1382.26,,,167.5,83.75,,,17.25,17.5,,,,,2.75,,1.5,,,,,,,,78,,,,9.6,,,,,,,,21.5
102,Evt-Isr (White),M9003NK,1,ACR 87 TZUT SR W,NIGERIA,NIANGOLOKO,,-4.92,10.28,Forest/Transitional,1990,2870.49,,62.25,185.25,75.75,,,43.75,34.25,2.5,,,,,,0.25,0.58,1,1,2.25,,,,66.5,,,,11.25,,,,,,,,36
103,Evt-Isr (White),M9003NK,2,EV 8444 SR BC4,NIGERIA,NIANGOLOKO,,-4.92,10.28,Forest/Transitional,1990,2684.68,,57,164,74.25,,,43.5,34.25,2.75,,,,0.25,0.57,0.25,0.57,1.75,1,2.75,,,,62,,,,20.425,,,,,,,,36.25
104,Evt-Isr (White),M9003NK,3,EV 8749 SR BC6,NIGERIA,NIANGOLOKO,,-4.92,10.28,Forest/Transitional,1990,3567.92,,56.5,144.5,52.25,,,43.25,39.5,2.13,,,,,,0.5,1.14,,1,2.13,,,,59.5,,,,21.7,,,,,,,,38.5
105,Evt-Isr (White),M9003NK,4,EV 8762 SR BC6,NIGERIA,NIANGOLOKO,,-4.92,10.28,Forest/Transitional,1990,3185.12,,61.5,176.5,77.5,,,43,35.5,2.88,,,,,,,,0.5,1,2.5,,,,58.5,,,,21.725,,,,,,,,35.25
106,Evt-Isr (White),M9003NK,5,EV 8766 SR BC6,NIGERIA,NIANGOLOKO,,-4.92,10.28,Forest/Transitional,1990,2401.72,,58.25,162.25,69,,,44,39.25,3.5,,,,0.5,1.14,0.5,1.14,0.5,1,2.5,,,,59.75,,,,20.175,,,,,,,,34.25
107,Evt-Isr (White),M9003NK,6,TZUT SR W SG Y,NIGERIA,NIANGOLOKO,,-4.92,10.28,Forest/Transitional,1990,3347.28,,61,189.5,81.75,,,43.5,35.25,1.75,,,,0.25,0.6,0.75,1.76,0.5,1.38,1.88,,,,59.25,,,,21.275,,,,,,,,35.25
108,Evt-Isr (White),M9003NK,7,IKENNE (1) 8149,NIGERIA,NIANGOLOKO,,-4.92,10.28,Forest/Transitional,1990,2416.27,,57.75,134.5,48,,,43.5,36.75,2.75,,,,0.5,1.15,0.75,1.73,0.25,1.13,1.75,,,,59.75,,,,19.9,,,,,,,,33.25
109,Evt-Isr (White),M9003NK,8,LOCAL CHECK 1,NIGERIA,NIANGOLOKO,,-4.92,10.28,Forest/Transitional,1990,2540.07,,55.25,171,76.75,,,43.75,36.5,2.63,,,,,,,,0.25,1.13,2,,,,60.25,,,,21.475,,,,,,,,40.25
110,Evt-Isr (White),M9003NK,9,LOCAL CHECK 2,NIGERIA,NIANGOLOKO,,-4.92,10.28,Forest/Transitional,1990,2481.33,,62.75,171,80.5,,,43.25,31.25,3.25,,,,,,,,0.75,1,2.25,,,,61,,,,22.4,,,,,,,,34.5
111,Evt-Isr (White),M9003VA,1,ACR 87 TZUT SR W,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,5515.65,,62.25,191.75,85.5,,,40,35.25,1.38,,,,1.5,3.59,1,2.49,,,,,,,57.25,,,,17.2,,,,,,,,34.25
112,Evt-Isr (White),M9003VA,2,EV 8444 SR BC4,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,5064.84,,60.25,165.75,77,,,42.25,34,1.75,,,,,,1.75,4.09,,,,,,,56.75,,,,18.15,,,,,,,,35.5
113,Evt-Isr (White),M9003VA,3,EV 8749 SR BC6,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,4282.69,,61,149.5,57.5,,,37,31.5,1.25,,,,,,1,2.71,,,,,,,57,,,,17.25,,,,,,,,39
114,Evt-Isr (White),M9003VA,4,EV 8762 SR BC6,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,4037.2,,64.5,173.25,77.5,,,38.75,30.5,1.88,,,,0.75,2.03,1.5,3.61,,,,,,,57.25,,,,17.2,,,,,,,,34.75
115,Evt-Isr (White),M9003VA,5,EV 8766 SR BC6,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,4255.47,,61,179.5,81,,,38.75,32.25,2,,,,1.5,3.72,2.25,5.72,,,,,,,57.75,,,,,,,,,,,,36.25
116,Evt-Isr (White),M9003VA,6,TZUT SR W SG Y,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,5025.42,,62.75,186.5,81.25,,,39.25,33,1.5,,,,,,3,7.58,,,,,,,58.5,,,,,,,,,,,,32
117,Evt-Isr (White),M9003VA,7,IKENNE (1) 8149,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,4859.86,,62.25,150.5,61.5,,,42.5,36.5,1.25,,,,0.25,0.66,1.25,2.83,,,,,,,57.5,,1.63,,12.975,,,,,,,,34.5
118,Evt-Isr (White),M9003VA,8,LOCAL CHECK 1,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,4981.49,,61,180.5,84,,,40.25,36,1.75,,,,0.5,1.25,2.25,5.57,,,,,,,56.5,,1.75,,13.225,,,,,,,,41
119,Evt-Isr (White),M9003VA,9,LOCAL CHECK 2,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,5525.86,,66.5,185.5,86.5,,,37.25,33.25,1.38,,,,,,0.5,1.33,,,,,,,58.25,,1.88,,11.875,,,,,,,,34.5
120,International Hybrid Maize Trial (White),K9101DI (NA),1,8321-18,NIGERIA,STATION DE DI,,0.93,8.78,,1991,7640,,55,282,138,,,42,40,,,,,,1,,2,,,,,,,60,,,,,,,,,,,,16.25
121,International Hybrid Maize Trial (White),K9101DI (NA),2,8321-21,NIGERIA,STATION DE DI,,0.93,8.78,,1991,7361,,53,258,119,,,43,42,,,,,,1,,1,,,,,,,60,,,,,,,,,,,,16.5
122,International Hybrid Maize Trial (White),K9101DI (NA),3,8428-19,NIGERIA,STATION DE DI,,0.93,8.78,,1991,7653,,52,270,124,,,42,40,,,,,,6,,1,,,,,,,55.5,,,,8.725,,,,,,,,39.5
123,International Hybrid Maize Trial (White),K9101DI (NA),4,8516-12,NIGERIA,STATION DE DI,,0.93,8.78,,1991,7000,,55,286,132,,,41,40,,,,,,,,1,,,,,,,53,,,,9.425,,,,,,,,40
124,International Hybrid Maize Trial (White),K9101DI (NA),5,8505-5,NIGERIA,STATION DE DI,,0.93,8.78,,1991,7199,,54,267,130,,,39,37,,,,,,1,,3,,,,,,,57.5,,,,9.6,,,,,,,,35.75
125,International Hybrid Maize Trial (White),K9101DI (NA),6,8605-14,NIGERIA,STATION DE DI,,0.93,8.78,,1991,6776,,55,257,118,,,42,40,,,,,,2,,1,,,,,,,54.5,,,,8.95,,,,,,,,35.25
126,International Hybrid Maize Trial (White),K9101DI (NA),7,8705-4,NIGERIA,STATION DE DI,,0.93,8.78,,1991,6874,,52,235,108,,,41,39,,,,,,2,,1,,,,,,,55,,,,8.925,,,,,,,,38
127,International Hybrid Maize Trial (White),K9101DI (NA),8,8705-6,NIGERIA,STATION DE DI,,0.93,8.78,,1991,7419,,55,265,131,,,41,39,,,,,,1,,1,,,,,,,54,,,,9.4,,,,,,,,34.75
128,International Hybrid Maize Trial (White),K9101DI (NA),9,8766-12,NIGERIA,STATION DE DI,,0.93,8.78,,1991,6932,,54,251,111,,,42,41,,,,,,1,,3,,,,,,,56,,,,9.1,,,,,,,,37
129,International Hybrid Maize Trial (White),K9101DI (NA),10,8805-4,NIGERIA,STATION DE DI,,0.93,8.78,,1991,6906,,54,265,121,,,42,41,,,,,,,,1,,,,,,,54,,,,8.25,,,,,,,,39.5
130,International Hybrid Maize Trial (White),K9101DI (NA),11,8805-6,NIGERIA,STATION DE DI,,0.93,8.78,,1991,7775,,54,256,118,,,44,43,,,,,,1,,,,,,,,,55,,,,13.7,,,,,,,,38.5
131,International Hybrid Maize Trial (White),K9101DI (NA),12,IK 83 TZSR W-1,NIGERIA,STATION DE DI,,0.93,8.78,,1991,6375,,57,262,123,,,42,39,,,,,,3,,1,,,,,,,57.5,,,,14.25,,,,,,,,38.75
132,International Hybrid Maize Trial (White),K9101DI (NA),13,LOCAL CHECK 1,NIGERIA,STATION DE DI,,0.93,8.78,,1991,6552,,54,238,100,,,41,39,,,,,,4,,1,,,,,,,61,,,,14.8,,,,,,,,22
133,International Hybrid Maize Trial (White),K9101DI (NA),14,LOCAL CHECK 2,NIGERIA,STATION DE DI,,0.93,8.78,,1991,7053,,54,253,113,,,42,40,,,,,,1,,3,,,,,,,,,,,26,,,,,,,,35.25
134,International Hybrid Maize Trial (White),K9101FA (NA),1,8321-18,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,6925,,62,203,85,,1.1,38,35,1,,,,,1,,,,,1,2.1,,,,,,,19.85,,,,,,,,36.25
135,International Hybrid Maize Trial (White),K9101FA (NA),2,8321-21,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,5711,,62,185,79,,1.6,43.3,38,1.3,,,,,6,,3,,,1,1.3,,,,,,,24.075,,,,,,,,37.5
136,International Hybrid Maize Trial (White),K9101FA (NA),3,8428-19,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,7278,,59,205,89,,1,41.5,38,1.1,,,,,8,,4,,,1.4,1.5,,,,,,,22.05,,,,,,,,29
137,International Hybrid Maize Trial (White),K9101FA (NA),4,8516-12,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,7168,,61,231,101,,1,42,38,1.1,,,,,5,,,,,1,1.3,,,,,,,19.45,,,,,,,,30
138,International Hybrid Maize Trial (White),K9101FA (NA),5,8505-5,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,7168,,60,213,100,,1.1,41,40,1,,,,,8,,4,,0.5,1,1.5,,,,,,,19.525,,,,,,,,39.25
139,International Hybrid Maize Trial (White),K9101FA (NA),6,8605-14,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,6387,,60,180,66,,1.3,41.5,39,1.1,,,,,5,,1,,,1.3,2.3,,,,,,,21.125,,,,,,,,28.25
140,International Hybrid Maize Trial (White),K9101FA (NA),7,8705-4,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,7162,,59,186,81,,1.3,41.5,41,1.1,,,,,2,,2,,0.3,1,1.8,,,,,,,25.225,,,,,,,,31
141,International Hybrid Maize Trial (White),K9101FA (NA),8,8705-6,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,6994,,62,210,85,,1.3,41.5,37,1,,,,,7,,2,,,1,2.5,,,,,,,20.75,,,,,,,,32.75
142,International Hybrid Maize Trial (White),K9101FA (NA),9,8766-12,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,5433,,63,194,73,,1.4,43,35,1.4,,,,,3,,1,,0.3,1,2.1,,,,,,,22.125,,,,,,,,36.25
143,International Hybrid Maize Trial (White),K9101FA (NA),10,8805-4,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,6845,,60,191,74,,1,40.5,39,1.1,,,,,1,,1,,,1,1.9,,,,,,,8.15,,,,,,,,37.25
144,International Hybrid Maize Trial (White),K9101FA (NA),11,8805-6,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,6270,,59,181,64,,1.5,40.8,38,1,,,,,6,,1,,,1.1,1.8,,,,,,,10.475,,,,,,,,40
145,International Hybrid Maize Trial (White),K9101FA (NA),12,IK 83 TZSR W-1,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,5183,,65,203,101,,1.8,40.8,36,1.4,,,,,8,,1,,0.3,1,1.5,,,,,,,8.025,,,,,,,,34.5
146,International Hybrid Maize Trial (White),K9101FA (NA),13,LOCAL CHECK 1,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,6461,,60,178,76,,1.4,39.8,38,1,,,,,9,,1,,1,1.3,1.9,,,,,,,8.4,,,,,,,,28
147,International Hybrid Maize Trial (White),K9101FA (NA),14,LOCAL CHECK 2,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,4894,,60,181,74,,2.3,41.5,33,1.3,,,,,3,,1,,2.5,1.3,2.1,,,,,,,7.975,,,,,,,,25.5
148,Evt-Isr (White),M9101NK,1,MOKWA 87 TZPB SR,NIGERIA,NIANGOLOKO,,-4.92,10.28,Forest/Transitional,1991,2132.7,,73,156.25,65,,,44,32,3,,,1,18,40.91,4.5,10.16,,,,,,,,,,,10,,,,,,,,20.5
149,Evt-Isr (White),M9101NK,2,EV 8722 SR BC6,NIGERIA,NIANGOLOKO,,-4.92,10.28,Forest/Transitional,1991,2385.26,,71,143.75,56.25,,,42.75,38.25,3,,,2.75,14.5,35.03,2.5,5.74,,,,,,,,,,,10.65,,,,,,,,20
150,Evt-Isr (White),M9101NK,3,TZB SR BC5,NIGERIA,NIANGOLOKO,,-4.92,10.28,Forest/Transitional,1991,2513.77,,72,162.5,71.25,,,42.25,35,2.25,,,0.5,23.5,55.78,3.75,8.93,,,,,,,,,,,11.125,,,,,,,,21
151,Evt-Isr (White),M9101NK,4,TZ 8843-DMR SR,NIGERIA,NIANGOLOKO,,-4.92,10.28,Forest/Transitional,1991,2496.39,,70,150,57.5,,,44,37.25,2.5,,,1.75,21.75,49.37,2.25,5.14,,,,,,,,,,,10.475,,,,,,,,21
152,Evt-Isr (White),M9101NK,5,FUNTUA 88 TZSR W 1,NIGERIA,NIANGOLOKO,,-4.92,10.28,Forest/Transitional,1991,2324.02,,71,153.75,62.5,,,43.25,34.25,3,,,1.25,16.5,38.26,1.5,3.46,,,,,,,,,,,10.85,,,,,,,,19.75
153,Evt-Isr (White),M9101NK,6,NDOCK 8701,NIGERIA,NIANGOLOKO,,-4.92,10.28,Forest/Transitional,1991,1986.34,,70,135,56.25,,,44.25,33.75,3,,,2.75,17,38.38,3.75,8.48,,,,,,,,,,,10.15,,,,,,,,22.75
154,Evt-Isr (White),M9101NK,7,GUSAU x G.POOL,NIGERIA,NIANGOLOKO,,-4.92,10.28,Forest/Transitional,1991,2195.43,,71,147.5,63.75,,,44.25,35.25,3,,,1.75,17.75,40.23,4.25,9.66,,,,,,,,,,,11.55,,,,,,,,21.25
155,Evt-Isr (White),M9101NK,8,OKOMASA,NIGERIA,NIANGOLOKO,,-4.92,10.28,Forest/Transitional,1991,2533.02,,72,156.25,65,,,43,28.75,2.5,,,1.5,18.75,43.73,2.75,6.47,,,,,,,,,,,9.425,,,,,,,,20.25
156,Evt-Isr (White),M9101NK,9,8321-18,NIGERIA,NIANGOLOKO,,-4.92,10.28,Forest/Transitional,1991,2342.47,,67.75,131.25,42.5,,,41,34.25,2.25,,,2.25,19.5,50.05,11,25.24,,,,,,,,,,,11.525,,,,,,,,17.75
157,Evt-Isr (White),M9101NK,10,GANDAJIKA 8022,NIGERIA,NIANGOLOKO,,-4.92,10.28,Forest/Transitional,1991,2320.88,,70.75,141.25,51.25,,,41.25,31.75,2.25,,,5.25,8.75,21.48,4.25,10.43,,,,,,,,,,,12.65,,,,,,,,21.75
158,Evt-Isr (White),M9101NK,11,LOCAL CHECK 1,NIGERIA,NIANGOLOKO,,-4.92,10.28,Forest/Transitional,1991,1953.08,,66,140,52.5,,,42.5,34.75,2.75,,,4.25,14,32.91,6.5,15.21,,,,,,,,,,,14.25,,,,,,,,21.75
159,Evt-Isr (White),M9101NK,12,LOCAL CHECK 2,NIGERIA,NIANGOLOKO,,-4.92,10.28,Forest/Transitional,1991,2006.02,,72,135,51.25,,,43.75,34.75,2.5,,,2.25,13.25,30.32,5.25,11.94,,,,,,,,,,,14.9,,,,,,,,20.5
160,Evt-Lsr (Yellow),M9102FA,1,EV 8728 SR BC6,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,6030.19,,60.25,200,96.25,,2.5,43.25,38.75,2.13,,,9.75,3.5,8.11,,,,1.25,1.75,2,,,66,,1.5,,9.775,,,,,,,,12
161,Evt-Lsr (Yellow),M9102FA,2,SUWAN 1 SR BC5,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,6647.01,,59.25,215,100,,2.63,41.75,37.5,1.38,,,11.75,5.75,13.88,0.5,1.19,,1,1.13,2,,,67.5,,1,,9.1,,,,,,,,21
162,Evt-Lsr (Yellow),M9102FA,3,TZB SR SG Y,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,6374.42,,61.75,212.5,103.75,,2.63,41.75,36.25,1.75,,,14,3.25,7.81,2,4.68,,1.13,1.88,2.1,,,61.5,,1,,9.675,,,,,,,,18
163,Evt-Lsr (Yellow),M9102FA,4,IK 85 TZSR Y-1,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,6157.89,,62.25,212.5,106.25,,3.25,40.5,35,1.63,,,6,3,7.31,,,,1,1.25,1.8,,,70,,1.5,,9.825,,,,,,,,13.5
164,Evt-Lsr (Yellow),M9102FA,5,DMR-LSRY,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,5394.48,,57.25,193.75,93.75,,2.25,41.5,39,1.25,,,9.75,1.5,3.63,1,2.42,,1,1.25,2.8,,,67,,1,,9.975,,,,,,,,21
165,Evt-Lsr (Yellow),M9102FA,6,8644-31,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,7229.38,,59,198.75,92.5,,1.13,41.5,41.25,1.13,,,4.25,1.75,4.23,1,2.4,,1.13,1,1,,,67,,1,,7.95,,,,,,,,15.5
166,Evt-Lsr (Yellow),M9102FA,7,FERKE (1) 8128,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,5031.21,,60.5,202.5,98.75,,2.38,41.75,39,1.75,,,8.75,2.5,5.95,0.5,1.2,,1.13,1.38,2.8,,,70,,1.5,,10.575,,,,,,,,13
167,Evt-Lsr (Yellow),M9102FA,8,LOCAL CHECK 1,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,5140.78,,58.5,193.75,92.5,,3.25,40.75,34.5,1.88,,,10,3,7.43,1.75,4.3,,1.25,1.5,2.3,,,66.5,,1,,8.25,,,,,,,,14
168,Evt-Lsr (Yellow),M9102FA,9,LOCAL CHECK 2,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,5962.69,,61.25,208.75,105,,2.5,42,37.5,1.5,,,8.5,2,4.68,1.75,4.06,,1.25,1.88,1.3,,,68.5,,2,,11.95,,,,,,,,12
169,Evt-Isr (White),M9103FA (NA),1,ACR 88 TZUT SR W,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,6187,,57,209,98,,2.8,43,39,1.5,,,,,7,,1,,1.4,1.9,1.8,,,61.75,,,,20.525,,,,,,,,40.25
170,Evt-Isr (White),M9103FA (NA),2,EV 8744 SR BC6,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,5990,,59,203,95,,2.8,42,39,1.8,,,,,4,,2,,1.1,1.8,2.3,,,63.75,,,,24.675,,,,,,,,39.25
171,Evt-Isr (White),M9103FA (NA),3,EV 8749 SR BC6,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,5018,,58,166,68,,1.9,42,40,1.6,,,,,13,,1,,1,1.3,2,,,64.5,,,,23.6,,,,,,,,39.25
172,Evt-Isr (White),M9103FA (NA),4,EV 8762 SR BC6,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,5725,,59,209,95,,2.5,43,39,1.6,,,,,6,,5,,1.1,1.8,2.3,,,65.5,,,,22.475,,,,,,,,37.75
173,Evt-Isr (White),M9103FA (NA),5,TZUT SR W SG Y,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,5737,,61,208,96,,2.5,43,41,1.5,,,,,7,,2,,1,1.3,1.8,,,62.75,,,,18,,,,,,,,36
174,Evt-Isr (White),M9103FA (NA),6,SUWAN 2 SR BC4,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,7262,,55,205,99,,2.3,42,43,1.3,,,,,2,,4,,1.3,1,2,,,69,,,,19.275,,,,,,,,36.25
175,Evt-Isr (White),M9103FA (NA),7,EV 8766 SR BC6,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,5159,,58,199,98,,3,39,39,1.8,,,,,12,,,,1.1,1,3,,,59,,,,19.25,,,,,,,,43.25
176,Evt-Isr (White),M9103FA (NA),8,IKENNE (1) 8149,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,3825,,62,149,56,,2.8,36,33,2.4,,,,,7,,1,,1.3,1,1.6,,,59.5,,,,19.5,,,,,,,,40.75
177,Evt-Isr (White),M9103FA (NA),9,LOCAL CHECK 1,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,5592,,57,194,91,,3,43,39,1.3,,,,,10,,3,,1.3,1,2.3,,,57.75,,,,19.125,,,,,,,,42.25
178,Evt-Isr (White),M9103FA (NA),10,LOCAL CHECK 2,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1991,5881,,62,206,100,,3,43,39,2.1,,,,,7,,1,,1.4,1.6,1.8,,,57.75,,,,17.125,,,,,,,,39.25
179,Evt-Isr (White),M9103KOU,1,ACR 88 TZUT SR W,NIGERIA,KOUARE,,0.35,12.07,Dry Savanna,1991,4037,,59.5,194.25,89.5,,,39.5,35.5,,,,,3.75,9.86,1,2.65,,,,,,,66.25,,,,6.2,,,,,,,,13.5
180,Evt-Isr (White),M9103KOU,2,EV 8744 SR BC6,NIGERIA,KOUARE,,0.35,12.07,Dry Savanna,1991,4199.45,,59.25,174.5,88,,,41.5,37,,,,,2.25,5.49,,,,,,,,,64,,,,,,,,,,,,12
181,Evt-Isr (White),M9103KOU,3,EV 8749 SR BC6,NIGERIA,KOUARE,,0.35,12.07,Dry Savanna,1991,3309.61,,57.75,144.75,60.75,,,38.25,33.25,,,,,2,5.09,0.5,1.35,,,,,,,68.25,,,,,,,,,,,,3
182,Evt-Isr (White),M9103KOU,4,EV 8762 SR BC6,NIGERIA,KOUARE,,0.35,12.07,Dry Savanna,1991,3721.8,,59.25,187.5,93.5,,,42.5,36.75,,,,,1.5,3.56,0.75,1.79,,,,,,,59.75,,,,,,,,,,,,39.25
183,Evt-Isr (White),M9103KOU,5,TZUT SR W SG Y,NIGERIA,KOUARE,,0.35,12.07,Dry Savanna,1991,4260.07,,59.5,192.5,95,,,39.25,36.75,,,,,2,5.15,,,,,,,,,60.25,,,,8.075,,,,,,,,44
184,Evt-Isr (White),M9103KOU,6,SUWAN 2 SR BC4,NIGERIA,KOUARE,,0.35,12.07,Dry Savanna,1991,3969.11,,56.25,194.75,91.5,,,40.75,39.25,,,,,5.5,13.78,2,4.91,,,,,,,60.75,,,,9,,,,,,,,43.75
185,Evt-Isr (White),M9103KOU,7,EV 8766 SR BC6,NIGERIA,KOUARE,,0.35,12.07,Dry Savanna,1991,4083.07,,56.25,188.25,95.75,,,40.75,35,,,,,2.5,6.16,0.75,1.87,,,,,,,57.25,,,,8.425,,,,,,,,43
186,Evt-Isr (White),M9103KOU,8,IKENNE (1) 8149,NIGERIA,KOUARE,,0.35,12.07,Dry Savanna,1991,3649.06,,58.5,144.5,63,,,30.75,29.25,,,,,1.75,5.6,1,3.33,,,,,,,57,,,,7.05,,,,,,,,41.75
187,Evt-Isr (White),M9103KOU,9,LOCAL CHECK 1,NIGERIA,KOUARE,,0.35,12.07,Dry Savanna,1991,4163.08,,57.5,182.75,87,,,40.5,35,,,,,2.75,6.68,0.5,1.25,,,,,,,61.5,,,,7.9,,,,,,,,43.5
188,Evt-Isr (White),M9103KOU,10,LOCAL CHECK 2,NIGERIA,KOUARE,,0.35,12.07,Dry Savanna,1991,4230.97,,59.75,196.25,104,,,41.25,36.75,,,,,4.5,10.92,,,,,,,,,60,,,,7.8,,,,,,,,41
189,International Observational Trial,J9213FA,1,EV 32 SR B,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1992,6743.04,,64.67,204.33,93.33,,1.67,43.67,43,3,,,8,0.33,0.76,,,,,,,,,61.5,,,,,,,,,,,,15
190,International Observational Trial,J9213FA,2,EV 8435 S,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1992,5778.14,,61,191,85.33,,1.67,41.67,40.33,2.5,,,5.67,5.67,13.74,,,,,,,,,64.5,,,,,,,,,,,,21.5
191,International Observational Trial,J9213FA,3,EV 8744 S,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1992,6627.38,,63.67,202.33,95.33,,2.67,44,43.33,4,,,16,1,2.27,,,,,,,,,65.5,,,,,,,,,,,,20
192,International Observational Trial,J9213FA,4,EV 8749 S,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1992,5883.53,,61,179.67,73,,2.67,41,41.33,2.83,,,6,3,7.49,1.33,3.35,,,,,,,61.5,,,,,,,,,,,,15.5
193,International Observational Trial,J9213FA,5,EV 8762 S,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1992,5534.27,,66,202.67,93.33,,2.33,41.67,42,3.5,,,10.67,3,7.34,,,,,,,,,65.5,,,,,,,,,,,,17.5
194,International Observational Trial,J9213FA,6,EV 8363 S,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1992,5963.78,,65,209.67,88,,3.33,42,42.33,2.83,,,8.33,3.33,8.13,,,,,,,,,62,,,,,,,,,,,,18.5
195,International Observational Trial,J9213FA,7,EV 8766 S,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1992,5995.46,,62.67,208.67,102.33,,3,43,42.33,3,,,9,3.67,8.57,0.33,0.76,,,,,,,73.5,,,,,,,,,,,,19.5
196,International Observational Trial,J9213FA,8,TZUT SR W,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1992,6884.79,,61,220.33,95,,2.67,41.67,42.33,2,,,4.33,1.67,4.17,0.33,0.83,,,,,,,79,,,,,,,,,,,,14
197,International Observational Trial,J9213FA,9,TZUT SR Y,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1992,7028.18,,60.67,208.67,94.67,,2.67,40.67,42.67,3.5,,,11.33,,,,,,,,,,,78,,,,,,,,,,,,7
198,International Observational Trial,J9213FA,10,TZUT SR W,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1992,6807.36,,64,219.33,111.33,,1.67,43.33,43,2.67,,,11.67,3,6.9,,,,,,,,,72.5,,,,,,,,,,,,16.5
