ID,TRL_TITL,TRIAL_ID,ENTRYNO,ENTRY,COUNTRY,LOCATION,DESCRIPTION,LONGITUDE,LATITUDE,AEZONE,YEAR,CYIELD,TEMPMAX,DY_SK,PL_HT,E_HT,ASI,P_ASP,P_HARV,E_HARV,E_ASP,GWT,1000GWT,HUSK,RL,RLPER,SL,SLPER,E_ROT,RUST,BLIGHT,CURV,DIPLODIA,DM,ANTHESIS,STALK_ROT,STREAK,INSECT,MOIST,COBDAMCO,COBDAMRT,DEADHEART,SBDAMAT,BORERDMRAT,GLS,GTEXT,PLST
741,Evt-Lsr (Yellow),M0202FA,6,Oba Super 2,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5594,,59,220,119,2.8,1.8,43,41,1.5,,,0.8,1.3,,1.3,,0.5,1.3,1,,,,56,,0.3,,19.3,,,,,,,,43
742,Evt-Lsr (Yellow),M0202FA,7,Check,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5040,,58.5,209,119,2.5,1.8,43,43,2.5,,,1,2.3,,0.5,,0.3,2.3,1.8,,,,56,,0.3,,18.9,,,,,,,,43
743,Evt-Isr,M0203FA,1,Sin. 93 TZUTSR-W,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,6257,,56.5,232,123,1.8,2,43,44,2.8,,,2,1.8,,1.5,,0.8,1.5,1.5,,,,55,,,,19.6,,,,,,,,43
744,Evt-Isr,M0203FA,2,TZUTSR-W C8,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,6504,,55.75,224,113,1.5,2,42,41,2.9,,,0.8,1.3,,1.8,,,2,1.8,,,,54,,0.5,,19.7,,,,,,,,42
745,Evt-Isr,M0203FA,3,Acr. 98 TZUTSR-W,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,6453,,56.25,229,118,1.3,2,43,40,2.9,,,0.5,1,,1.3,,0.8,1.8,2,,,,55,,0.3,,19.5,,,,,,,,43
746,Evt-Isr,M0203FA,4,EV-IWD STR C1,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,6295,,57.5,215,117,2.3,1.8,42,41,3,,,3.3,0.8,,0.5,,0.3,1.5,1.3,,,,55,,,,21.2,,,,,,,,42
747,Evt-Isr,M0203FA,5,EV-IWF STR C1,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,6443,,53,203,112,1,1.5,43,43,2.6,,,1.8,0.8,,1,,0.3,2,1,,,,52,,0.5,,18.7,,,,,,,,44
748,Evt-Isr,M0203FA,6,Acr 9449-SR,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,4566,,54,180,93,1.3,2,42,38,3,,,1.5,3.5,,3.5,,0.8,1.8,1.5,,,,53,,,,17.4,,,,,,,,43
749,Evt-Isr,M0203FA,7,TZBR Syn-Y C1,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5878,,57.5,210,117,2.5,2.3,44,44,2.6,,,2.3,1.3,,2.3,,0.8,1.8,1.3,,,,55,,0.5,,19.5,,,,,,,,44
750,Evt-Isr,M0203FA,8,Check,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5298,,59.75,221,118,2.3,2,42,37,2.9,,,2,0.8,,2.5,,1,2.3,2,,,,58,,,,19.8,,,,,,,,43
751,Hybrid Maize Trial (White),M0206FA,1,M2016-1,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5102,,58.25,185,88,2,1.5,42,40,2.5,,,0.8,5,,5,,,1.3,1,,,,56,,,,16.9,,,,,,,,43
752,Hybrid Maize Trial (White),M0206FA,2,M2016-8,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,6679,,57.5,218,110,2,1.3,44,44,2.1,,,5.3,0.3,,0.3,,,2,1,,,,56,,,,16,,,,,,,,44
753,Hybrid Maize Trial (White),M0206FA,3,M2016-4,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5505,,57.5,197,104,1.8,1.8,43,43,1.8,,,1.3,1,,3.8,,,2,2.8,,,,56,,,,16.2,,,,,,,,44
754,Hybrid Maize Trial (White),M0206FA,4,M2016-6,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,4601,,58.5,200,102,2.8,2.3,43,41,2.6,,,0.8,1.3,,1.5,,,1,1.5,,,,56,,,,15.2,,,,,,,,43
755,Hybrid Maize Trial (White),M0206FA,5,0103-4*,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5997,,57.25,181,81,2.3,1.3,43,41,1.9,,,0.3,1,,1.3,,,1.8,1,,,,55,,,,16.5,,,,,,,,44
756,Hybrid Maize Trial (White),M0206FA,6,0103-6*,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,6102,,58,200,96,2,2,43,41,2.3,,,0.5,0.3,,,,,2.5,1.8,,,,56,,,,18.7,,,,,,,,43
757,Hybrid Maize Trial (White),M0206FA,7,0103-7*,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5805,,57.75,196,93,1.8,2,42,49,2.4,,,1,0.8,,0.3,,,3,1.5,,,,56,,,,17,,,,,,,,44
758,Hybrid Maize Trial (White),M0206FA,8,0103-11*,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5691,,59.25,184,90,1.8,1.8,44,41,2.3,,,0.8,0.8,,1.5,,,2.8,1.8,,,,58,,0.3,,16.6,,,,,,,,44
759,Hybrid Maize Trial (White),M0206FA,9,0103-13*,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,6080,,58.5,196,95,1.5,1.5,43,42,2.1,,,,0.5,,0.5,,,1.8,1,,,,57,,,,16,,,,,,,,43
760,Hybrid Maize Trial (White),M0206FA,10,PH1*,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5306,,59.25,221,122,1.8,2.5,42,38,3,,,4.3,1.5,,1.3,,,2.8,2.3,,,,58,,,,17,,,,,,,,43
761,Hybrid Maize Trial (White),M0206FA,11,PH5*,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5199,,58,210,111,1.5,1.8,43,45,2.4,,,1.5,0.8,,1.3,,,2,1.5,,,,57,,,,17.2,,,,,,,,43
762,Hybrid Maize Trial (White),M0206FA,12,PH6*,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,6065,,59,219,118,1.5,2.8,43,40,2.5,,,1.8,1.3,,2.8,,,2.8,1.8,,,,58,,,,18.2,,,,,,,,44
763,Hybrid Maize Trial (White),M0206FA,13,OBA SUPER I,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5516,,60.5,218,114,2,1.8,42,41,2,,,0.8,0.3,,0.8,,,2.5,2.3,,,,59,,,,17.5,,,,,,,,43
764,Hybrid Maize Trial (White),M0206FA,14,Check,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,4109,,59.75,205,113,2.5,2.5,43,39,3,,,4.8,1.5,,2.5,,,1.8,2.3,,,,57,,,,15.1,,,,,,,,43
765,Hybrid Maize Trial (Yellow),M0207FA,1,2016-3,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5057,,59,218,118,1.8,2,37,33,2.1,,,0.5,,,2.5,,0.3,1.3,1,,,,57,,,,19,,,,,,,,38
766,Hybrid Maize Trial (Yellow),M0207FA,2,2006-7,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,4681,,59,189,95,2.8,2.5,38,36,1.9,,,1,0.8,,1.3,,,1.3,1,,,,56,,,,16.1,,,,,,,,38
767,Hybrid Maize Trial (Yellow),M0207FA,3,9903-2,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,4984,,56.5,159,103,2,1.8,42,38,2.5,,,1,3,,6,,,2,1.8,,,,55,,,,12.6,,,,,,,,43
768,Hybrid Maize Trial (Yellow),M0207FA,4,9903-3,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5346,,57.75,211,114,1.8,2.3,41,39,2.3,,,0.3,0.3,,0.3,,,1.3,1.3,,,,56,,,,14.2,,,,,,,,41
769,Hybrid Maize Trial (Yellow),M0207FA,5,2006-34,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,6005,,59.25,231,131,1.3,2.3,40,36,2,,,0.8,0.5,,1.3,,,1,1,,,,58,,,,18.6,,,,,,,,41
770,Hybrid Maize Trial (Yellow),M0207FA,6,0107-16*,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,4788,,58.75,205,110,1.8,1.8,39,35,2.3,,,1,2.8,,3,,,1.3,1.3,,,,57,,,,17.6,,,,,,,,41
771,Hybrid Maize Trial (Yellow),M0207FA,7,0107-26*,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5444,,60.75,205,111,3,2,43,38,2.3,,,0.3,0.3,,0.3,,,1.8,1,,,,58,,0.3,,18.8,,,,,,,,43
772,Hybrid Maize Trial (Yellow),M0207FA,8,0107-42*,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5333,,61,225,121,2.8,2,42,39,2,,,,1.8,,1.5,,,1.3,1,,,,58,,,,18,,,,,,,,41
773,Hybrid Maize Trial (Yellow),M0207FA,9,0107-47*,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,4747,,58.75,214,120,1.8,2.5,40,38,2.1,,,0.3,1,,1.8,,,1.8,1.3,,,,57,,,,17,,,,,,,,41
774,Hybrid Maize Trial (Yellow),M0207FA,10,0107-50*,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5288,,58.75,223,118,2,2.3,40,35,1.9,,,1.5,1.3,,4,,,1.5,1.3,,,,57,,,,16.9,,,,,,,,41
775,Hybrid Maize Trial (Yellow),M0207FA,11,Oba Super II,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5159,,59.75,211,111,2.8,2.5,42,38,1.9,,,0.8,1,,1.8,,,1.3,1,,,,57,,,,15.6,,,,,,,,42
776,Hybrid Maize Trial (Yellow),M0207FA,12,Check,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,4635,,59.75,218,121,1.8,2,42,37,2.5,,,2.8,1,,1.5,,,2,2.5,,,,58,,,,17.1,,,,,,,,43
777,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215VA,1,9801-10,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,2002,3679,,61,163,75,1,2.3,34,33,2.6,,,1,0.8,,1.8,,,2,1.8,1,,,60,,,,16.6,,,,,,,,35
778,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215VA,2,9801-11,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,2002,3896,,64.5,186,83,2.5,2.5,34,27,2.9,,,1.5,1,,1,,,1.3,1.5,1.5,,,62,,,,15.2,,,,,,,,35
779,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215VA,3,9802-30,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,2002,4524,,60,177,89,1.5,2.8,32,29,2,,,1.3,,,1.3,,,2.3,2,1.3,,,59,,,,14.4,,,,,,,,33
780,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215VA,4,9803-2,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,2002,3393,,63,185,87,2.5,2.8,27,23,2.6,,,1.3,0.5,,0.5,,,1.8,2,1.8,,,61,,,,12.9,,,,,,,,27
781,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215VA,5,9803-6,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,2002,4348,,60.5,185,90,2.5,1.5,34,32,2.1,,,0.5,0.5,,2.3,,,1.5,1.5,1,,,58,,,,15.1,,,,,,,,34
782,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215VA,6,9803-9,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,2002,3386,,62.5,193,94,2,2.5,25,24,3.1,,,1,0.3,,1.3,,,1.5,1.3,1.5,,,61,,,,14.7,,,,,,,,26
783,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215VA,7,9803-15,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,2002,4770,,59.5,197,106,2,1.8,34,32,2.6,,,0.3,0.3,,3.5,,0.3,1.8,1.5,1,,,58,,,,17.6,,,,,,,,35
784,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215VA,8,DT-SR-W Co F2*,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,2002,3274,,58.5,168,81,,2,26,25,3.1,,,3.8,1.8,,2,,0.5,1.5,1.5,1.3,,,59,,0.3,,16.2,,,,,,,,26
785,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215VA,9,DTSR-Y F2*,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,2002,3785,,58,165,79,1,1.8,35,32,2.6,,,4.3,2,,2.8,,,1.5,1,1,,,57,,0.5,,14.7,,,,,,,,36
786,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215VA,10,TZL COMP3 C2*,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,2002,3613,,62.5,190,100,3.5,2.8,39,32,2.9,,,1.5,0.5,,3.5,,,1.5,2.3,1.3,,,59,,,,16.5,,,,,,,,40
787,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215VA,11,TZL COMP4 C1,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,2002,2716,,64,183,88,1.5,2.8,27,22,3.5,,,1,0.5,,2.5,,0.3,1.8,1.3,1.5,,,63,,,,14,,,,,,,,27
788,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215VA,12,Oba Super I,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,2002,4220,,62,186,90,1,3,35,31,2.3,,,0.3,,,0.8,,,1.8,2.5,1.3,,,61,,,,16.3,,,,,,,,35
789,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215VA,13,Oba Super II,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,2002,3848,,60,184,91,,2,31,27,2.4,,,0.5,1.8,,3,,,1,1,1,,,60,,,,13.5,,,,,,,,32
790,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215VA,14,Check,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,2002,3093,,71.75,182,101,2.8,3,34,31,3.4,,,6.5,1,,1.5,,1,1.5,1.5,2,,,69,,,,16.8,,,,,,,,35
